tickers
AFR
TOX
CVF
GMM
RVA
AUP
FEL
AQJ
FAC
AZH
RPG
KNH
ESL
ECO
BND
EVM
OVN
RAU
CA8
VHT
HAO
ABT
FGE
DLS
GMF
RFN
VGI
E88
ANB
IFN
UWL
INM
LCM
MRP
PDZ
TPM
UPG
2BE
AGS
MTR
QIN
RWH
AGO
ELR
MGG
WDE
VNX
MEY
AEK
TIH
IDM
AEJ
CZZ
DC2
MGN
VLW
PIO
AYR
SKP
PAL
SIR
ETE
GMC
AVZ
PDF
CPH
DAT
ISS
PO3
PG1
AIY
DLT
MPH
WIC
OPY
ARO
GSL
HDX
D13
GFF
SIE
MPO
KKT
LMC
GBI
EPW
LSH
ENB
CGX
OGX
ORE
AFY
BEG
GSW
QTM
CVT
MSL
MDD
LON
EFT
PTG
MDG
NMM
UIL
UCL
PVM
NEA
SCO
ZER
LGR
DFM
MIO
XIP
MLT
HGM
KLH
SKE
ABP
8EC
LHB
LGO
ASL
AXZ
BGH
WCB
BIR
SGZ
EXC
HYM
TTC
QST
VLT
TAO
CTY
MTU
IAB
PAY
FUN
RNS
SYS
CDH
APO
GNS
MYD
WLF
EUC
DMA
CXX
ELC
NIU
ARM
SDT
PVA
OBJ
CBD
VOL
PLX
AZT
E2E
TCN
CLQ
AIE
DVR
MGC
NKP
GHC
RNL
WCL
HT1
CGM
SHH
OEX
OGA
REF
TMH
VIV
NCM
GSZ
PBP
OOK
WTP
CWL
AGJ
CRM
PAK
AUL
VTG
BID
CDG
CMR
8VI
CSV
OKN
PLV
EPD
FIJ
MAI
OVH
WTF
WCG
BDR
AQO
LCD
CRO
SGT
MPG
PF1
NFK
AUT
BUD
CPS
PXG
AZQ
SSN
THB
ICS
DET
LNC
MOY
APG
MEP
MHD
BWR
SMC
FGI
CPT
LMR
MA1
DAV
NWE
OXX
FFT
RCP
ALT
KNL
ALO
PWL
ORR
QPR
VTH
DOR
SXX
SLA
SAP
ZRL
AVQ
CAD
IOR
BEC
BLK
VMX
ADI
AOK
BAF
OBS
ELX
KRX
PEG
IDZ
EGA
PSM
GFY
PFL
KYK
XPD
CCU
MSR
JIP
KKL
FOX
PC1
CIZ
RVR
SXS
SO4
UXC
KDL
GLV
AZC
SNR
VIC
SXR
NEW
AWE
ZTA
KAS
VVR
TFS
FE8
INY
TME
IVC
MGM
RBL
OPG
NEN
SRS
ORM
BHL
MUA
URB
OPH
RD1
SF1
OPA
CNL
TMM
EAS
RGS
MDL
CRH
KPR
EMM
APT
FMS
AKW
BYI
UTR
APH
I88
JHL
DGX
TNG
EOC
MMJ
WNB
TDY
KDR
CTV
ICT
ITQ
COO
DSB
FAN
MOL
FCC
JBY
ROL
PSH
GBG
RQL
MBN
SAU
BRW
FST
MNC
LRM
EOR
HHY
DSH
EGD
SOF
PM1
EAR
WOO
NHH
INK
IVG
TDI
CHZ
AB1
AAX
LBY
SMM
TAP
USR
AQR
EHE
CYA
MML
CIX
ULT
IHL
AAI
SFI
BBG
GPP
SGU
APD
SPH
AES
VAL
OEQ
AKF
PYR
HOT
SM8
PYG
PM8
CM8
LNY
3MF
WPP
GDO
WPL
ICQ
IVA
CML
NOE
VXR
JDR
AWV
XPE
DAU
GEG
IVO
FPL
CHP
ZNT
JXT
LEP
MCH
GRY
CCL
JRL
PEZ
NGF
SDA
PAW
NVL
MAX
PMY
WHA
SGH
WDR
SIL
CII
AXL
FLK
OTH
MOQ
TCH
SHK
SAO
HCO
MBD
SEI
MSP
TRO
AVB
POW
ISX
EXG
MZN
MSE
STC
MYO
FOD
PCH
GJT
CBX
SRE
HSC
UPD
E3S
AYS
TPO
EGI
IMF
CP1
EXO
KMC
DDH
NZC
FXL
MJP
SWL
KTE
BNC
AYF
RHS
CVO
MMG
BOK
AAM
CDY
AZM
VII
EHX
HMO
AWQ
HIL
ACX
FFR
PCP
WCC
AOW
MJC
HIN
EGF
HWH
AGB
VRM
AC8
AQG
ECX
BGG
ANP
LNG
SHI
IB8
SYD
CAP
ANW
TGA
CM1
MST
GXL
TNT
RE1
PGI
FGO
ODM
BYL
MCS
SCU
SKF
CSC
VRT
CSK
WPG
DLC
RIG
SPB
RDF
HHM
NBL
FEI
WMC
RCO
TBL
PTB
ELO
RTA
CKP
MDO
MLC
VMG
GYG
AJJ
BRS
WGO
ORL
SDL
DTC
PEL
LPI
ENL
CDB
NHL
CDU
HWE
AQF
LME
SL1
XPL
DJS
MNF
RGI
ROO
CDC
PAF
ORS
VOR
WFE
HLA
HSO
AKL
PTN
JVG
1AL
KMT
TPD
API
CLB
FNP
QFY
BIG
GZL
DVA
MEB
VRI
CMV
SAR
MBM
WMK
HDG
MXC
KSS
AGF
CNW
AE1
RNC
PBG
CL1
BSP
DML
PGR
EAI
PLA
OSH
SG1
PGX
CWN
CPA
EM1
CER
MPW
TYP
ESE
SKI
IRN
ANA
BEE
GOO
INV
OGL
DW8
CRI
CMC
CFE
CNP
AHR
CRW
CMA
MOC
TMZ
LAT
XXL
TOL
WTR
BSM
RMT
KPC
ENE
MKO
Z1P
AGG
NPR
IDC
ASZ
DSX
KLA
AQQ
TYO
C6C
HRL
TSN
KOB
GSR
QRX
AMG
AED
QTG
PSA
LDM
FRN
OTW
TO2
ALR
SLE
A40
EXS
MLL
PVD
RHL
RDT
BRB
BUG
IAP
PVS
ARS
ARI
LMW
PRL
CZI
WNS
WFD
OLV
NPX
VTA
TIN
DTE
KLO
TMT
VEI
AZS
LTN
WAL
EN1
RAF
VEL
FXJ
CTX
OSP
RRS
DHR
EAL
KRL
IOU
VEC
SGL
PWG
CSD
CBR
CLR
ZAM
AST
SAS
TGZ
XCD
GLY
BST
VAN
BOP
ABR
DLX
AHZ
VLA
SYM
MFB
ODN
ILF
MCO
APK
NNW
MIL
PNW
AVN
LNK
UCW
MLA
SEH
99L
RMG
KGM
WOF
BME
GPX
GFI
PNL
IUL
DIG
BPG
SGO
SAN
MAS
EER
FYA
STL
CVS
MAR
ESH
ESV
TRT
RDC
N27
ACB
LCK
JHG
KEN
TTB
PSZ
VOC
BRV
SHR
NMS
PIR
THC
CQC
SE1
CWH
SVH
ABL
HVM
BEX
TNK
CGH
ENC
CIO
ADQ
AIR
AKE
GCG
TRN
ERX
ONX
TPS
FNT
NSE
PEP
DIR
BAR
CYB
ARJ
ABW
WLC
WLL
MBX
MIH
FOR
IOF
TAN
TEN
RAP
TNO
BBR
92E
YBR
DMX
ALZ
UNV
AQP
TUL
A1C
UGL
PXS
MOB
AJM
LER
WJA
DGO
CV1
LCT
TIE
OGH
AHG
S3N
AQS
SDG
TDL
VIE
BIN
AOH
CBC
FIG
MSM
SAM
MRN
1PG
YFZ
VPC
CDV
AEH
ITL
RDH
GBA
PEM
RHP
A2B
R3D
ACO
EXU
GMR
PEA
RMP
IHR
BPL
DCN
BPA
MNW
CGW
USQ
PPP
OVT
AEG
EWE
CLF
ARQ
GBM
BDI
IOT
VIA
BLY
MWR
MRG
GRB
SLR
VED
MR1
MMX
QIL
ORD
TOM
SDM
RFR
ESS
MCR
AMB
EHH
TTL
IQ3
RCY
SHU
TIL
ATL
B2Y
KPL
GMV
ZYB
CGB
FIT
SCD
LAS
HNR
VGO
AWY
RXP
PHG
ERF
BWX
ANQ
APV
SBB
CLO
DXF
1ST
MXQ
BHU
PAG
TAW
RNY
LHC
AHY
IVS
CWZ
UXA
DTS
NTC
UUL
VAH
ARE
AXT
SHC
RAB
GTY
GBP
ELI
ZGM
CIE
CTL
TRF
TGR
IP1
AFJ
SEA
IFS
NCL
IKW
MRV
MYQ
LI3
BAB
CCJ
CLH
9SP
BAH
THD
SFL
CPL
SXA
MED
NWR
JKA
FTT
CWC
TTS
KRS
DUE
RNO
RCW
PPN
TGO
OCP
UNL
GME
IQE
CNX
VIG
BHG
OKR
TRY
TYM
KTG
SPO
BAU
MNY
MKE
CUX
LGD
BBX
CNR
OZG
UNS
